Sn,Task Name,Activity Type,Planned Start,Planned Finish
2586,FAN HANDLING STRUCTURE FOR PA FAN (PGMA-39305),SUP,2023-06-12,2024-12-28
2587,Engineering,ENG,2023-06-12,2024-02-28
2588,Manufacturing,MFG,2024-02-29,2024-11-28
2589,Dispatch,DIS,2024-11-29,2024-12-28
2590,FAN HANDLING STRUCTURE FOR ID FAN (PGMA-39306),SUP,2023-06-12,2024-12-28
2591,Engineering,ENG,2023-06-12,2024-02-28
2592,Manufacturing,MFG,2024-02-29,2024-11-28
2593,Dispatch,DIS,2024-11-29,2024-12-28
2594,HSFG FASTENERS FOR PG 39 (PGMA-39700),SUP,2023-02-08,2024-05-29
2595,Engineering,ENG,2023-02-08,2023-09-10
2596,Manufacturing,MFG,2023-09-11,2024-04-29
2597,Dispatch,DIS,2024-04-30,2024-05-29
2598,FLOOR GRILL (PGMA-39810),SUP,2023-05-18,2024-11-27
2599,Engineering,ENG,2023-05-18,2024-02-03
2600,Manufacturing,MFG,2024-02-04,2024-10-28
2601,Dispatch,DIS,2024-10-29,2024-11-27
2602,STAIRS (PGMA-39820),SUP,2023-05-18,2024-11-27
2603,Engineering,ENG,2023-05-18,2024-02-03
2604,Manufacturing,MFG,2024-02-04,2024-10-28
2605,Dispatch,DIS,2024-10-29,2024-11-27
2606,HAND RAIL AND HAND RAIL POSTS (PGMA-39850),SUP,2023-05-18,2024-11-27
2607,Engineering,ENG,2023-05-18,2024-02-03
2608,Manufacturing,MFG,2024-02-04,2024-10-28
2609,Dispatch,DIS,2024-10-29,2024-11-27
2610,CONSUMABLES &Erection MATERIALS (PGMA-39993),SUP,2023-01-09,2024-04-28
2611,Engineering,ENG,2023-01-09,2023-07-27
2612,Manufacturing,MFG,2023-07-28,2024-03-29
2613,Dispatch,DIS,2024-03-30,2024-04-28
2614,Duct.  Dampers and Expn. Joints (PG-48),SUP,2022-09-27,2025-04-29
2615,RECT DUCT BET F.D FAN AND AIRHEATER (PGMA-48012),SUP,2023-05-18,2024-10-28
2616,Engineering,ENG,2023-05-18,2024-01-17
2617,Manufacturing,MFG,2024-01-18,2024-09-28
2618,Dispatch,DIS,2024-09-29,2024-10-28
2619,EXPN PIECESBET F.D FAN AND AIRHEATER (PGMA-48014),SUP,2023-05-18,2024-10-28
2620,Engineering,ENG,2023-05-18,2024-01-17
2621,Manufacturing,MFG,2024-01-18,2024-09-28
2622,Dispatch,DIS,2024-09-29,2024-10-28
2623,SUPPORTSETCBET F.D FAN AND AIRHEATER (PGMA-48015),SUP,2023-05-18,2024-10-28
2624,Engineering,ENG,2023-05-18,2024-01-17
2625,Manufacturing,MFG,2024-01-18,2024-09-28
2626,Dispatch,DIS,2024-09-29,2024-10-28
2627,DUCTS - SCAPH TO SAH (PGMA-48018),SUP,2023-01-09,2024-04-28
2628,Engineering,ENG,2023-01-09,2023-07-27
2629,Manufacturing,MFG,2023-07-28,2024-03-29
2630,Dispatch,DIS,2024-03-30,2024-04-28
2631,FOUNDATION MATERIALS (PGMA-48019),SUP,2022-09-27,2023-10-27
2632,Engineering,ENG,2022-09-27,2023-03-26
2633,Manufacturing,MFG,2023-03-27,2023-09-27
2634,Dispatch,DIS,2023-09-28,2023-10-27
2635,RECT DUCTS PRI FAN TO AIRHEATER PRISID (PGMA-48112),SUP,2023-08-17,2025-01-27
2636,Engineering,ENG,2023-08-17,2024-04-17
2637,Manufacturing,MFG,2024-04-18,2024-12-28
2638,Dispatch,DIS,2024-12-29,2025-01-27
2639,EXPN PIECESPRI FAN TO AIRHEATER PRISID (PGMA-48114),SUP,2023-08-17,2025-01-27
2640,Engineering,ENG,2023-08-17,2024-04-17
2641,Manufacturing,MFG,2024-04-18,2024-12-28
2642,Dispatch,DIS,2024-12-29,2025-01-27
2643,SUPPORTSETCPRI FAN TO AIRHEATER PRISID (PGMA-48115),SUP,2023-08-17,2025-01-27
2644,Engineering,ENG,2023-08-17,2024-04-17
2645,Manufacturing,MFG,2024-04-18,2024-12-28
2646,Dispatch,DIS,2024-12-29,2025-01-27
2647,SEAL AIR HAG AND ID FAN OUTGATE (PGMA-48141),SUP,2023-08-17,2025-01-27
2648,Engineering,ENG,2023-08-17,2024-04-17
2649,Manufacturing,MFG,2024-04-18,2024-12-28
2650,Dispatch,DIS,2024-12-29,2025-01-27
2651,RECT DUCT COLDAIRBUS(TEMP AIR TO MILL (PGMA-48142),SUP,2023-08-17,2025-01-27
2652,Engineering,ENG,2023-08-17,2024-04-17
2653,Manufacturing,MFG,2024-04-18,2024-12-28
2654,Dispatch,DIS,2024-12-29,2025-01-27
2655,EXPN PIECESCOLDAIRBUS(TEMP AIR TO MILL (PGMA-48144),SUP,2023-08-17,2025-01-27
2656,Engineering,ENG,2023-08-17,2024-04-17
2657,Manufacturing,MFG,2024-04-18,2024-12-28
2658,Dispatch,DIS,2024-12-29,2025-01-27
2659,SUPPORTSETCCOLDAIRBUS(TEMP AIR TO MILL (PGMA-48145),SUP,2023-08-17,2025-01-27
2660,Engineering,ENG,2023-08-17,2024-04-17
2661,Manufacturing,MFG,2024-04-18,2024-12-28
2662,Dispatch,DIS,2024-12-29,2025-01-27
2663,INSTRUMENT TAPPINGS ON DUCTING (PGMA-48200),SUP,2023-08-22,2025-04-29
2664,Engineering,ENG,2023-08-22,2024-06-11
2665,Manufacturing,MFG,2024-06-12,2025-03-30
2666,Dispatch,DIS,2025-03-31,2025-04-29
2667,RECT DUCTSAIRHEATER TO WINDBOXDUCT (PGMA-48202),SUP,2023-08-22,2024-09-20
2668,Engineering,ENG,2023-08-22,2024-02-18
2669,Manufacturing,MFG,2024-02-19,2024-08-21
2670,Dispatch,DIS,2024-08-22,2024-09-20
2671,EXPN PIECESAIRHEATER TO WINDBOXDUCT (PGMA-48204),SUP,2023-08-22,2024-09-20
2672,Engineering,ENG,2023-08-22,2024-02-18
2673,Manufacturing,MFG,2024-02-19,2024-08-21
2674,Dispatch,DIS,2024-08-22,2024-09-20
2675,SUPPORTSETCAIRHEATER TO WINDBOXDUCT (PGMA-48205),SUP,2023-08-22,2024-10-21
2676,Engineering,ENG,2023-08-22,2024-02-25
2677,Manufacturing,MFG,2024-02-26,2024-09-21
2678,Dispatch,DIS,2024-09-22,2024-10-21
2679,CLH/VLH -HOT AIR (PGMA-48206),SUP,2023-08-22,2024-10-21
2680,Engineering,ENG,2023-08-22,2024-02-25
2681,Manufacturing,MFG,2024-02-26,2024-09-21
2682,Dispatch,DIS,2024-09-22,2024-10-21
2683,FLOWMETERS FOR SECONDARY AIR FLOW (PGMA-48207),SUP,2023-08-22,2024-09-20
2684,Engineering,ENG,2023-08-22,2024-02-18
2685,Manufacturing,MFG,2024-02-19,2024-08-21
2686,Dispatch,DIS,2024-08-22,2024-09-20
2687,DUCT-SEC.AIR TO WB (PGMA-48208),SUP,2023-08-22,2024-09-20
2688,Engineering,ENG,2023-08-22,2024-02-18
2689,Manufacturing,MFG,2024-02-19,2024-08-21
2690,Dispatch,DIS,2024-08-22,2024-09-20
2691,WIND BOX CONNECTING DUCTS - RECTANGULA (PGMA-48212),SUP,2023-08-22,2024-11-21
2692,Engineering,ENG,2023-08-22,2024-02-25
2693,Manufacturing,MFG,2024-02-26,2024-10-22
2694,Dispatch,DIS,2024-10-23,2024-11-21
2695,EXPN PIECESWINDBOX CONNECTING DUCT (PGMA-48214),SUP,2023-08-22,2024-11-21
2696,Engineering,ENG,2023-08-22,2024-02-25
2697,Manufacturing,MFG,2024-02-26,2024-10-22
2698,Dispatch,DIS,2024-10-23,2024-11-21
2699,RECT DUCT-AIRHEATER PRISIDETOHOTAIR B (PGMA-48222),SUP,2023-05-18,2024-10-28
2700,Engineering,ENG,2023-05-18,2024-01-17
2701,Manufacturing,MFG,2024-01-18,2024-09-28
2702,Dispatch,DIS,2024-09-29,2024-10-28
2703,EXPN PIECES AIRHEATER PREECEDE TO HOTAIR B (PGMA-48224),SUP,2023-05-18,2024-10-28
2704,Engineering,ENG,2023-05-18,2024-01-17
2705,Manufacturing,MFG,2024-01-18,2024-09-28
2706,Dispatch,DIS,2024-09-29,2024-10-28
2707,SUPPORTS FOR HOT P.A (AH TO HOT BUS) (PGMA-48225),SUP,2023-05-18,2024-10-28
2708,Engineering,ENG,2023-05-18,2024-01-17
2709,Manufacturing,MFG,2024-01-18,2024-09-28
2710,Dispatch,DIS,2024-09-29,2024-10-28
2711,RECT DUCTS HOT AIR BUSDUCT(HOTAIRTOMIL (PGMA-48232),SUP,2023-08-17,2025-01-27
2712,Engineering,ENG,2023-08-17,2024-04-17
2713,Manufacturing,MFG,2024-04-18,2024-12-28
2714,Dispatch,DIS,2024-12-29,2025-01-27
2715,EXPN PIECESHOT AIR BUSDUCT(HOTAIRTOMIL (PGMA-48234),SUP,2023-08-17,2025-01-27
2716,Engineering,ENG,2023-08-17,2024-04-17
2717,Manufacturing,MFG,2024-04-18,2024-12-28
2718,Dispatch,DIS,2024-12-29,2025-01-27
2719,SUPPORT HOT AIR BUS (PGMA-48235),SUP,2023-08-17,2025-01-27
2720,Engineering,ENG,2023-08-17,2024-04-17
2721,Manufacturing,MFG,2024-04-18,2024-12-28
2722,Dispatch,DIS,2024-12-29,2025-01-27
2723,RECT DUCT AIRHTR TOPRINOZZLE AND SECA (PGMA-48262),SUP,2023-05-18,2024-10-28
2724,Engineering,ENG,2023-05-18,2024-01-17
2725,Manufacturing,MFG,2024-01-18,2024-09-28
2726,Dispatch,DIS,2024-09-29,2024-10-28
2727,EXPN PIECESAIRHTR TOPRINOZZLE AND SECA (PGMA-48264),SUP,2023-05-18,2024-10-28
2728,Engineering,ENG,2023-05-18,2024-01-17
2729,Manufacturing,MFG,2024-01-18,2024-09-28
2730,Dispatch,DIS,2024-09-29,2024-10-28
2731,SUPPORTSETCAIRHTR TOPRINOZZLE AND SECA (PGMA-48265),SUP,2023-05-18,2024-10-28
2732,Engineering,ENG,2023-05-18,2024-01-17
2733,Manufacturing,MFG,2024-01-18,2024-09-28
2734,Dispatch,DIS,2024-09-29,2024-10-28
2735,FLOW METER (PGMA-48267),SUP,2023-05-18,2024-10-28
2736,Engineering,ENG,2023-05-18,2024-01-17
2737,Manufacturing,MFG,2024-01-18,2024-09-28
2738,Dispatch,DIS,2024-09-29,2024-10-28
2739,RECT DUCT CASCADE EVAPORATOR TO EP (PGMA-48372),SUP,2023-05-18,2024-10-28
2740,Engineering,ENG,2023-05-18,2024-01-17
2741,Manufacturing,MFG,2024-01-18,2024-09-28
2742,Dispatch,DIS,2024-09-29,2024-10-28
2743,RECT DUCT ECONOMISER TO AIRHEATER2NOP (PGMA-48382),SUP,2023-05-18,2024-10-28
2744,Engineering,ENG,2023-05-18,2024-01-17
2745,Manufacturing,MFG,2024-01-18,2024-09-28
2746,Dispatch,DIS,2024-09-29,2024-10-28
2747,EXPN PIECESECONOMISER TO AIRHEATER2NOP (PGMA-48384),SUP,2023-05-18,2024-10-28
2748,Engineering,ENG,2023-05-18,2024-01-17
2749,Manufacturing,MFG,2024-01-18,2024-09-28
2750,Dispatch,DIS,2024-09-29,2024-10-28
2751,SUPPORTSETCECONOMISER TO AIRHEATER2NOP (PGMA-48385),SUP,2023-05-18,2024-10-28
2752,Engineering,ENG,2023-05-18,2024-01-17
2753,Manufacturing,MFG,2024-01-18,2024-09-28
2754,Dispatch,DIS,2024-09-29,2024-10-28
2755,DUCT BELOW DIVERTOR & SCR SYSTEM(PGMA-48386),SUP,2023-05-18,2024-10-28
2756,Engineering,ENG,2023-05-18,2024-01-17
2757,Manufacturing,MFG,2024-01-18,2024-09-28
2758,Dispatch,DIS,2024-09-29,2024-10-28
2759,CLH/VLH-FLUE GAS (PGMA-48395),SUP,2023-05-18,2024-10-28
2760,Engineering,ENG,2023-05-18,2024-01-17
2761,Manufacturing,MFG,2024-01-18,2024-09-28
2762,Dispatch,DIS,2024-09-29,2024-10-28
2763,RECT DUCT AIRHEATER BOILER OUTLET-GAS (PGMA-48432),SUP,2023-06-12,2024-12-28
2764,Engineering,ENG,2023-06-12,2024-02-28
2765,Manufacturing,MFG,2024-02-29,2024-11-28
2766,Dispatch,DIS,2024-11-29,2024-12-28
2767,EXPN PIECESAIRHEATER BOILER OUTLET-GAS (PGMA-48434),SUP,2023-06-12,2024-12-28
2768,Engineering,ENG,2023-06-12,2024-02-28
2769,Manufacturing,MFG,2024-02-29,2024-11-28
2770,Dispatch,DIS,2024-11-29,2024-12-28
2771,SUPPORTSETCAIRHEATER BOILER OUTLET-GAS (PGMA-48435),SUP,2023-06-12,2024-12-28
2772,Engineering,ENG,2023-06-12,2024-02-28
2773,Manufacturing,MFG,2024-02-29,2024-11-28
2774,Dispatch,DIS,2024-11-29,2024-12-28
2775,RECT DUCT BOILER OUTLET TO ELEC PRECP (PGMA-48462),SUP,2023-06-12,2024-12-28
2776,Engineering,ENG,2023-06-12,2024-02-28
2777,Manufacturing,MFG,2024-02-29,2024-11-28
2778,Dispatch,DIS,2024-11-29,2024-12-28
2779,EXPN PIECESBOILER OUTLET TO ELEC PRECP (PGMA-48464),SUP,2023-06-12,2024-12-28
2780,Engineering,ENG,2023-06-12,2024-02-28
2781,Manufacturing,MFG,2024-02-29,2024-11-28
2782,Dispatch,DIS,2024-11-29,2024-12-28
2783,BOF TO EP DUCTING SUPPORTS (PGMA-48465),SUP,2023-06-12,2024-10-28
2784,Engineering,ENG,2023-06-12,2024-02-28
2785,Manufacturing,MFG,2024-02-29,2024-09-28
2786,Dispatch,DIS,2024-09-29,2024-10-28
2787,RECT DUCTS-ELEC PRPTR/M.S TO INDDRAFTF (PGMA-48482),SUP,2023-01-09,2024-04-28
2788,Engineering,ENG,2023-01-09,2023-07-27
2789,Manufacturing,MFG,2023-07-28,2024-03-29
2790,Dispatch,DIS,2024-03-30,2024-04-28
2791,EXPN PIECESELEC PRPTR/M.S TO INDDRAFTF (PGMA-48484),SUP,2023-01-09,2024-04-28
2792,Engineering,ENG,2023-01-09,2023-07-27
2793,Manufacturing,MFG,2023-07-28,2024-03-29
2794,Dispatch,DIS,2024-03-30,2024-04-28
2795,SUPPORTSETCELEC PRPTR/M.S TO INDDRAFTF (PGMA-48485),SUP,2023-01-09,2024-04-28
2796,Engineering,ENG,2023-01-09,2023-07-27
2797,Manufacturing,MFG,2023-07-28,2024-03-29
2798,Dispatch,DIS,2024-03-30,2024-04-28
2799,RECT DUCT IND DRAFT FAN TO Chimney (PGMA-48492),SUP,2023-01-09,2024-04-28
2800,Engineering,ENG,2023-01-09,2023-07-27
2801,Manufacturing,MFG,2023-07-28,2024-03-29
2802,Dispatch,DIS,2024-03-30,2024-04-28
2803,EXPN PIECESIND DRAFT FAN TO Chimney (PGMA-48494),SUP,2023-01-09,2024-04-28
2804,Engineering,ENG,2023-01-09,2023-07-27
2805,Manufacturing,MFG,2023-07-28,2024-03-29
2806,Dispatch,DIS,2024-03-30,2024-04-28
2807,I.D.SYSTEM DUCT SUPPORTS (PGMA-48495),SUP,2023-01-09,2024-04-28
2808,Engineering,ENG,2023-01-09,2023-07-27
2809,Manufacturing,MFG,2023-07-28,2024-03-29
2810,Dispatch,DIS,2024-03-30,2024-04-28
2811,RECT DUCT HOT AIR BUS TO MILLS (PGMA-48662),SUP,2023-05-18,2024-11-27
2812,Engineering,ENG,2023-05-18,2024-02-03
2813,Manufacturing,MFG,2024-02-04,2024-10-28
2814,Dispatch,DIS,2024-10-29,2024-11-27
2815,EXPN PIECESHOT AIR BUS TO MILLS (PGMA-48664),SUP,2023-05-18,2024-11-27
2816,Engineering,ENG,2023-05-18,2024-02-03
2817,Manufacturing,MFG,2024-02-04,2024-10-28
2818,Dispatch,DIS,2024-10-29,2024-11-27
2819,SUPPORTS FOR HOT PA TO MILLS (PGMA-48665),SUP,2023-05-18,2024-11-27
2820,Engineering,ENG,2023-05-18,2024-02-03
2821,Manufacturing,MFG,2024-02-04,2024-10-28
2822,Dispatch,DIS,2024-10-29,2024-11-27
2823,VENTURI-PRIMARY AIR FLOW (PGMA-48667),SUP,2023-05-18,2024-11-27
2824,Engineering,ENG,2023-05-18,2024-02-03
2825,Manufacturing,MFG,2024-02-04,2024-10-28
2826,Dispatch,DIS,2024-10-29,2024-11-27
2827,BULKED BPS COMPONENTS (PGMA-48700),SUP,2022-09-27,2023-10-27
2828,Engineering,ENG,2022-09-27,2023-03-26
2829,Manufacturing,MFG,2023-03-27,2023-09-27
2830,Dispatch,DIS,2023-09-28,2023-10-27
2831,SLIDE BRG PLATE & PACIFIC BELLOW-BOILER (PGMA-48911),SUP,2023-01-09,2024-04-28
2832,Engineering,ENG,2023-01-09,2023-07-27
2833,Manufacturing,MFG,2023-07-28,2024-03-29
2834,Dispatch,DIS,2024-03-30,2024-04-28
2835,SLIDE BRG PLATE-ID SYSTEM (PGMA-48912),SUP,2023-01-09,2024-04-28
2836,Engineering,ENG,2023-01-09,2023-07-27
2837,Manufacturing,MFG,2023-07-28,2024-03-29
2838,Dispatch,DIS,2024-03-30,2024-04-28
2839,MAN HOLE DOORS (450x450) (PGMA-48915),SUP,2023-05-18,2024-10-28
2840,Engineering,ENG,2023-05-18,2024-01-17
2841,Manufacturing,MFG,2024-01-18,2024-09-28
2842,Dispatch,DIS,2024-09-29,2024-10-28
2843,ERECTION MATERIALS (PGMA-48993),SUP,2023-01-09,2024-04-28
2844,Engineering,ENG,2023-01-09,2023-07-27
2845,Manufacturing,MFG,2023-07-28,2024-03-29
2846,Dispatch,DIS,2024-03-30,2024-04-28
2847,BHEL BAP,SUP,2023-03-16,2024-11-04
2848, GATES AND DAMPERS,SUP,2023-03-16,2024-11-04
2849,BAP - GATE-ESP OUTLET(PGMA 57470),SUP,2023-03-16,2023-12-10
2850,Engineering,ENG,2023-03-16,2023-04-14
2851,Manufacturing ,MFG,2023-04-15,2023-07-23
2852,Dispatch,DIS,2023-07-24,2023-12-10
2853,BAP - GATE-ID FAN OUTLET(PGMA 57490),SUP,2023-03-16,2023-12-10
2854,Engineering,ENG,2023-03-16,2023-04-14
2855,Manufacturing ,MFG,2023-04-15,2023-07-23
2856,Dispatch,DIS,2023-07-24,2023-12-10
2857,BAP - GATE-ID FAN INLET(PGMA 57480),SUP,2023-03-16,2023-12-10
2858,Engineering,ENG,2023-03-16,2023-04-14
2859,Manufacturing ,MFG,2023-04-15,2023-07-23
2860,Dispatch,DIS,2023-07-24,2023-12-10
2861,BAP - DAMPER-SCR BYPASS(PGMA 57620),SUP,2023-06-04,2024-02-08
2862,Engineering,ENG,2023-06-04,2023-07-03
2863,Manufacturing ,MFG,2023-07-04,2023-10-11
2864,Dispatch,DIS,2023-10-12,2024-02-08
2865,BAP - PLATFORMS AND LADDERS? SCR GD(PGMA 57666),SUP,2023-06-04,2024-02-08
2866,Engineering,ENG,2023-06-04,2023-07-03
2867,Manufacturing ,MFG,2023-07-04,2023-10-11
2868,Dispatch,DIS,2023-10-12,2024-02-08
2869,BAP - SPL MTL ELECTRODES(PGMA 57992),SUP,2023-06-04,2024-02-08
2870,Engineering,ENG,2023-06-04,2023-07-03
2871,Manufacturing ,MFG,2023-07-04,2023-10-11
2872,Dispatch,DIS,2023-10-12,2024-02-08
2873,BAP - GATE-FD FAN OUTLET(PGMA 57010),SUP,2023-06-04,2024-02-08
2874,Engineering,ENG,2023-06-04,2023-07-03
2875,Manufacturing ,MFG,2023-07-04,2023-10-11
2876,Dispatch,DIS,2023-10-12,2024-02-08
2877,BAP - FLUE GAS AH OUT GATE(PGMA 57430),SUP,2023-08-13,2024-04-08
2878,Engineering,ENG,2023-08-13,2023-09-11
2879,Manufacturing ,MFG,2023-09-12,2023-12-20
2880,Dispatch,DIS,2023-12-21,2024-04-08
2881,BAP - GATE-ESP INLET(PGMA 57460),SUP,2023-08-13,2024-04-08
2882,Engineering,ENG,2023-08-13,2023-09-11
2883,Manufacturing ,MFG,2023-09-12,2023-12-20
2884,Dispatch,DIS,2023-12-21,2024-04-08
2885,BAP - DAMPER-SA SCAPH INLET(PGMA 57033),SUP,2024-01-10,2024-09-05
2886,Engineering,ENG,2024-01-10,2024-02-08
2887,Manufacturing ,MFG,2024-02-09,2024-05-18
2888,Dispatch,DIS,2024-05-19,2024-09-05
2889,BAP - DAMPER-SA SCAPH OUTLET(PGMA 57063),SUP,2024-01-10,2024-09-05
2890,Engineering,ENG,2024-01-10,2024-02-08
2891,Manufacturing ,MFG,2024-02-09,2024-05-18
2892,Dispatch,DIS,2024-05-19,2024-09-05
2893,BAP - DAMPER-SA APH OUTLET(PGMA 57203),SUP,2024-02-29,2024-10-05
2894,Engineering,ENG,2024-02-29,2024-03-29
2895,Manufacturing ,MFG,2024-03-30,2024-07-07
2896,Dispatch,DIS,2024-07-08,2024-10-05
2897,BAP - MTG BKT FOR CL DAMPER AIR CYL(PGMA 57209),SUP,2024-02-29,2024-10-05
2898,Engineering,ENG,2024-02-29,2024-03-29
2899,Manufacturing ,MFG,2024-03-30,2024-07-07
2900,Dispatch,DIS,2024-07-08,2024-10-05
2901,BAP - PLATFORMS AND LADDERS(PGMA 57466),SUP,2024-02-29,2024-10-05
2902,Engineering,ENG,2024-02-29,2024-03-29
2903,Manufacturing ,MFG,2024-03-30,2024-07-07
2904,Dispatch,DIS,2024-07-08,2024-10-05
2905,BAP - ACTUATORS FOR G&D(PGMA 57577),SUP,2023-07-24,2024-08-06
2906,Engineering,ENG,2023-07-24,2023-12-20
2907,Manufacturing ,MFG,2023-12-21,2024-06-17
2908,Dispatch,DIS,2024-06-18,2024-08-06
2909,BAP - GATE ?FGD INLET(PGMA 57560),SUP,2023-07-24,2024-08-06
2910,Engineering,ENG,2023-07-24,2023-12-20
2911,Manufacturing ,MFG,2023-12-21,2024-06-17
2912,Dispatch,DIS,2024-06-18,2024-08-06
2913,BAP - GATE ?FGD OUTLET(PGMA 57C70),SUP,2023-07-24,2024-08-06
2914,Engineering,ENG,2023-07-24,2023-12-20
2915,Manufacturing ,MFG,2023-12-21,2024-06-17
2916,Dispatch,DIS,2024-06-18,2024-08-06
2917,BAP - DAMPER ?FGD BYPASS(PGMA 57C83),SUP,2023-07-24,2024-08-06
2918,Engineering,ENG,2023-07-24,2023-12-20
2919,Manufacturing ,MFG,2023-12-21,2024-06-17
2920,Dispatch,DIS,2024-06-18,2024-08-06
2921,BAP - PLAT FORM AND LADDER ?FGD GD(PGMA 57566),SUP,2023-07-24,2024-08-06
2922,Engineering,ENG,2023-07-24,2023-12-20
2923,Manufacturing ,MFG,2023-12-21,2024-06-17
2924,Dispatch,DIS,2024-06-18,2024-08-06
2925,BAP - GATE WITH CLADDING FOR CO2 TO METHANOL SYSTEM (PGMA 57CX0),SUP,2023-07-24,2024-08-06
2926,Engineering,ENG,2023-07-24,2023-12-20
2927,Manufacturing ,MFG,2023-12-21,2024-06-17
2928,Dispatch,DIS,2024-06-18,2024-08-06
2929,BAP - PLATFORMS AND LADDERS-SCR GD (PGMA 57CX0),SUP,2023-07-24,2024-08-06
2930,Engineering,ENG,2023-07-24,2023-12-20
2931,Manufacturing ,MFG,2023-12-21,2024-06-17
2932,Dispatch,DIS,2024-06-18,2024-08-06
2933,BAP - DAMPER-PA APH INLET(PGMA 57173),SUP,2024-01-10,2024-10-05
2934,Engineering,ENG,2024-01-10,2024-02-08
2935,Manufacturing ,MFG,2024-02-09,2024-05-18
2936,Dispatch,DIS,2024-05-19,2024-10-05
2937,BAP - DAMPER-PA APH OUTLET(PGMA 57223),SUP,2024-01-10,2024-10-05
2938,Engineering,ENG,2024-01-10,2024-02-08
2939,Manufacturing ,MFG,2024-02-09,2024-05-18
2940,Dispatch,DIS,2024-05-19,2024-10-05
2941,BAP - DAMPER-COLD AIR TO MIL(PGMA 57143),SUP,2024-01-10,2024-10-05
2942,Engineering,ENG,2024-01-10,2024-02-08
2943,Manufacturing ,MFG,2024-02-09,2024-05-18
2944,Dispatch,DIS,2024-05-19,2024-10-05
2945,BAP - ELECTRICAL ITEMS FOR GATE DAMP(PGMA 57578),SUP,2024-01-10,2024-10-05
2946,Engineering,ENG,2024-01-10,2024-02-08
2947,Manufacturing ,MFG,2024-02-09,2024-05-18
2948,Dispatch,DIS,2024-05-19,2024-10-05
2949,BAP - SEAL AIR HAG AND ID FA(PGMA 57141),SUP,2024-01-10,2024-10-05
2950,Engineering,ENG,2024-01-10,2024-02-08
2951,Manufacturing ,MFG,2024-02-09,2024-05-18
2952,Dispatch,DIS,2024-05-19,2024-10-05
2953,BAP - DAMPER-PA FAN OUTLET(PGMA 57113),SUP,2023-12-21,2024-09-05
2954,Engineering,ENG,2023-12-21,2024-01-19
2955,Manufacturing ,MFG,2024-01-20,2024-04-28
2956,Dispatch,DIS,2024-04-29,2024-09-05
2957,BAP - GATE-PA FAN OUTLET(PGMA 57110),SUP,2023-12-21,2024-09-05
2958,Engineering,ENG,2023-12-21,2024-01-19
2959,Manufacturing ,MFG,2024-01-20,2024-04-28
2960,Dispatch,DIS,2024-04-29,2024-09-05
2961,BAP - BLOWER WITH MOTOR(PGMA 57491),SUP,2024-02-29,2024-11-04
2962,Engineering,ENG,2024-02-29,2024-03-29
2963,Manufacturing ,MFG,2024-03-30,2024-07-07
2964,Dispatch,DIS,2024-07-08,2024-11-04
2965,BAP - GATE-COLD AIR TO MILLS(PGMA 57160),SUP,2024-02-29,2024-11-04
2966,Engineering,ENG,2024-02-29,2024-03-29
2967,Manufacturing ,MFG,2024-03-30,2024-07-07
2968,Dispatch,DIS,2024-07-08,2024-11-04
2969,BAP - KNIFE GATE VALVE(PGMA 57497),SUP,2024-02-29,2024-11-04
2970,Engineering,ENG,2024-02-29,2024-03-29
2971,Manufacturing ,MFG,2024-03-30,2024-07-07
2972,Dispatch,DIS,2024-07-08,2024-11-04
2973,BAP - GATE-HOT AIR TO MILLS(PGMA 57270),SUP,2024-02-29,2024-11-04
2974,Engineering,ENG,2024-02-29,2024-03-29
2975,Manufacturing ,MFG,2024-03-30,2024-07-07
2976,Dispatch,DIS,2024-07-08,2024-11-04
2977,BAP - DAMPER-HOT AIR TO MILL(PGMA 57273),SUP,2024-02-29,2024-11-04
2978,Engineering,ENG,2024-02-29,2024-03-29
2979,Manufacturing ,MFG,2024-03-30,2024-07-07
2980,Dispatch,DIS,2024-07-08,2024-11-04
2981,BAP - DAMPER-SA SCAPH BYPASS(PGMA 57083),SUP,2024-02-29,2024-11-04
2982,Engineering,ENG,2024-02-29,2024-03-29
2983,Manufacturing ,MFG,2024-03-30,2024-07-07
2984,Dispatch,DIS,2024-07-08,2024-11-04
2985,BAP - DUCTS COMMISSIONING SPARES(PGMA 57988),SUP,2024-02-29,2024-11-04
2986,Engineering,ENG,2024-02-29,2024-03-29
2987,Manufacturing ,MFG,2024-03-30,2024-07-07
2988,Dispatch,DIS,2024-07-08,2024-11-04
2989,Erection,ERC,2024-08-07,2026-05-28
2990,External Structures ( Supporting Structures for Duct  PG-39 ),ERC,2024-08-27,2026-03-16
2991,Erection:- Columns/Frames Before ESP (PP),ERC,2025-04-21,2025-10-17
2992,Erection:- Columns/Frames Before ESP (SP),ERC,2025-04-21,2025-12-16
2993,Erection:- Columns/Frames Near I.D. Fan  (PP),ERC,2024-08-27,2025-02-22
2994,Erection:- Columns/Frames Near TO Chimney  (SP),ERC,2024-09-27,2025-05-24
2995,Erection:- Columns/Frames Between TO Chimney and Chimney,ERC,2024-11-28,2025-04-26
2996,Erection:- Platforms External Structure BOF TO ESP,ERC,2025-06-20,2026-02-14
2997,Erection:- Platform - External Structure,ERC,2025-07-20,2026-03-16
2998,Erection:- Structure and Platform for Fans,ERC,2025-12-17,2026-01-15
2999,Erection :- Structure for Motor Hood/Covering,ERC,2026-01-30,2026-02-13
3000,Erection:- Fan Handling Structure for FD Fan,ERC,2025-10-18,2025-12-16
